11422826Michael   Jones     196281408927423Robson St, Vancouver, BC, V6B 2B7                        
11724284Emily     Miller    198286431329852Robson St, Vancouver, BC, V6B 2B7                        
12468138Ashley    Smith     174247426044715Robson St, Vancouver, BC, V6B 2B7                        
12679629Michael   Smith     192271363895114University Ave, Toronto, ON, M5J 2H7                     
13217803Michael   Miller    155318367398338University Ave, Toronto, ON, M5J 2H7                     
13982626Jacob     Williams  154275379443578University Ave, Toronto, ON, M5J 2H7                     
14027584Michael   Smith     151275382761040King St W, Hamilton, ON, L8P 1B1                         
14074069Jacob     Smith     203263365743441University Ave, Toronto, ON, M5J 2H7                     
14777176Jacob     Miller    162228366095675Robson St, Vancouver, BC, V6B 2B7                        
15137991Jessica   Moore     115282439956809University Ave, Toronto, ON, M5J 2H7                     
15170151Madison   Miller    164242371664831University Ave, Toronto, ON, M5J 2H7                     
15190187Joshua    Taylor    147279353087279Maisonneuve West, Montreal, QC, H3G 1M8                  
15201155Ashley    Jones     199330357891845Robson St, Vancouver, BC, V6B 2B7                        
15291406Jessica   Jones     180267342334022King St W, Hamilton, ON, L8P 1B1                         
16232059Madison   Moore     149234421389468King St W, Hamilton, ON, L8P 1B1                         
17431651John      Davis     150260424713807Maisonneuve West, Montreal, QC, H3G 1M8                  
17936947Michael   Smith     161234334201407Robson St, Vancouver, BC, V6B 2B7                        
17977447Jacob     Taylor    204280394595520University Ave, Toronto, ON, M5J 2H7                     
18148117Ashley    Williams  213324334374371University Ave, Toronto, ON, M5J 2H7                     
18295025Joshua    Wilson    163320427153553King St W, Hamilton, ON, L8P 1B1                         
18478923Jacob     Moore     164289413416980Maisonneuve West, Montreal, QC, H3G 1M8                  
18494357Madison   Johnson   213287380195435University Ave, Toronto, ON, M5J 2H7                     
18749615Ashley    Brown     184277355378055Robson St, Vancouver, BC, V6B 2B7                        
19040447Sarah     Miller    178330392342434Robson St, Vancouver, BC, V6B 2B7                        
19121134Ashley    Brown     181264367158978Maisonneuve West, Montreal, QC, H3G 1M8                  
19559511Jacob     Smith     117293440803797University Ave, Toronto, ON, M5J 2H7                     
20256757Jessica   Jones     192299417604807University Ave, Toronto, ON, M5J 2H7                     
20447790Joshua    Miller    156272369980862University Ave, Toronto, ON, M5J 2H7                     
20638785Jessica   Davis     179301418072150King St W, Hamilton, ON, L8P 1B1                         
20937103Madison   Taylor    178332442446819King St W, Hamilton, ON, L8P 1B1                         
20941060Jessica   Miller    114300400491080Maisonneuve West, Montreal, QC, H3G 1M8                  
20990271Emily     Jones     165296386484291University Ave, Toronto, ON, M5J 2H7                     
21155480John      Wilson    197247420888554King St W, Hamilton, ON, L8P 1B1                         
21164919Ashley    Williams  150242337451943University Ave, Toronto, ON, M5J 2H7                     
21288649Sarah     Davis     165282358717728Maisonneuve West, Montreal, QC, H3G 1M8                  
21301252Joshua    Davis     118239397151744Maisonneuve West, Montreal, QC, H3G 1M8                  
21698041Ashley    Davis     182242354907286University Ave, Toronto, ON, M5J 2H7                     
21796142Emily     Williams  132297412305627Maisonneuve West, Montreal, QC, H3G 1M8                  
21919649Sarah     Williams  120249394617965King St W, Hamilton, ON, L8P 1B1                         
21971807Jessica   Williams  156269364548915Maisonneuve West, Montreal, QC, H3G 1M8                  
