11145327David     Jones     131292343625646Robson St, Vancouver, BC, V6B 2B7                        
11542964Michael   Davis     173230344182087Maisonneuve West, Montreal, QC, H3G 1M8                  
11823478Jacob     Smith     160249436928190King St W, Hamilton, ON, L8P 1B1                         
11869065Jessica   Brown     155234421265137King St W, Hamilton, ON, L8P 1B1                         
12082082Sarah     Johnson   116275425198449Robson St, Vancouver, BC, V6B 2B7                        
12267033John      Brown     167281349739359Robson St, Vancouver, BC, V6B 2B7                        
12476055Joshua    Jones     125246381826107Robson St, Vancouver, BC, V6B 2B7                        
12555130Emily     Johnson   215294372903972King St W, Hamilton, ON, L8P 1B1                         
13038870Jessica   Williams  130300374792294Maisonneuve West, Montreal, QC, H3G 1M8                  
13089208Michael   Davis     188266367306309University Ave, Toronto, ON, M5J 2H7                     
14001838Madison   Taylor    124331388092511Maisonneuve West, Montreal, QC, H3G 1M8                  
14334323Jessica   Wilson    177226424385773University Ave, Toronto, ON, M5J 2H7                     
14491325David     Miller    202275359219812Maisonneuve West, Montreal, QC, H3G 1M8                  
14566402John      Moore     214269417290834Robson St, Vancouver, BC, V6B 2B7                        
14746485Jacob     Moore     121254440888842Robson St, Vancouver, BC, V6B 2B7                        
14861259Jacob     Wilson    118283415340335Robson St, Vancouver, BC, V6B 2B7                        
14923945Joshua    Jones     168243381236878Robson St, Vancouver, BC, V6B 2B7                        
15261355Ashley    Jones     152231388789354King St W, Hamilton, ON, L8P 1B1                         
15676827David     Brown     206252441341510Maisonneuve West, Montreal, QC, H3G 1M8                  
15762859Michael   Miller    131249366500923Robson St, Vancouver, BC, V6B 2B7                        
16525576Sarah     Miller    209233417465253University Ave, Toronto, ON, M5J 2H7                     
16848370Ashley    Smith     183237390531129Maisonneuve West, Montreal, QC, H3G 1M8                  
17009227Joshua    Taylor    205251390341392University Ave, Toronto, ON, M5J 2H7                     
17009227Joshua    Taylor    205251390341392University Ave, Toronto, ON, M5J 2H7                     
17847434Sarah     Brown     174236359671243University Ave, Toronto, ON, M5J 2H7                     
18589873Jessica   Brown     153268351358604King St W, Hamilton, ON, L8P 1B1                         
18954172John      Johnson   137293386014995Robson St, Vancouver, BC, V6B 2B7                        
19040447Sarah     Miller    178330392342434Robson St, Vancouver, BC, V6B 2B7                        
19263174Emily     Davis     181270363419345King St W, Hamilton, ON, L8P 1B1                         
19364184Sarah     Miller    162230442531252Robson St, Vancouver, BC, V6B 2B7                        
19430982Emily     Taylor    150286349606577University Ave, Toronto, ON, M5J 2H7                     
19849616Michael   Taylor    207269374566781Maisonneuve West, Montreal, QC, H3G 1M8                  
20028144David     Davis     205291430635768University Ave, Toronto, ON, M5J 2H7                     
20788346Emily     Davis     121305417479861King St W, Hamilton, ON, L8P 1B1                         
20829023David     Williams  116325360324488University Ave, Toronto, ON, M5J 2H7                     
20919290John      Miller    124259430444551King St W, Hamilton, ON, L8P 1B1                         
21057427John      Moore     185308412369345University Ave, Toronto, ON, M5J 2H7                     
21671952Jessica   Brown     186309438789290Maisonneuve West, Montreal, QC, H3G 1M8                  
21738002Jessica   Smith     171286369072778University Ave, Toronto, ON, M5J 2H7                     
22180092Emily     Williams  158300423765483Robson St, Vancouver, BC, V6B 2B7                        
