11233423Michael   Smith     206253364780392Maisonneuve West, Montreal, QC, H3G 1M8                  
12040994Sarah     Davis     177257418977178King St W, Hamilton, ON, L8P 1B1                         
12051955David     Davis     166242432179025Robson St, Vancouver, BC, V6B 2B7                        
12468138Ashley    Smith     174247426044715Robson St, Vancouver, BC, V6B 2B7                        
13529316David     Moore     189282417073555University Ave, Toronto, ON, M5J 2H7                     
13818121Joshua    Jones     156257353074937King St W, Hamilton, ON, L8P 1B1                         
14018350Emily     Williams  125239365947145King St W, Hamilton, ON, L8P 1B1                         
14566364Joshua    Williams  206302336450654Maisonneuve West, Montreal, QC, H3G 1M8                  
14796260Ashley    Wilson    161261354299590Robson St, Vancouver, BC, V6B 2B7                        
15602908Jacob     Davis     125316412701400University Ave, Toronto, ON, M5J 2H7                     
15839557Ashley    Moore     119230338213481University Ave, Toronto, ON, M5J 2H7                     
15850391Joshua    Johnson   188255432647512University Ave, Toronto, ON, M5J 2H7                     
15855236Jessica   Williams  143330349680053Maisonneuve West, Montreal, QC, H3G 1M8                  
17145360Jessica   Davis     142241375979623Robson St, Vancouver, BC, V6B 2B7                        
17200229Madison   Miller    202328379076689University Ave, Toronto, ON, M5J 2H7                     
17650679Sarah     Brown     193311358912640Maisonneuve West, Montreal, QC, H3G 1M8                  
17671813Emily     Wilson    184283367500372King St W, Hamilton, ON, L8P 1B1                         
17865622David     Moore     190308373283584Maisonneuve West, Montreal, QC, H3G 1M8                  
17979099John      Moore     163256345858779Robson St, Vancouver, BC, V6B 2B7                        
18042340Michael   Davis     145283353658661Maisonneuve West, Montreal, QC, H3G 1M8                  
18083718Michael   Jones     218248392135248Maisonneuve West, Montreal, QC, H3G 1M8                  
18132751Jessica   Wilson    139236342952666Maisonneuve West, Montreal, QC, H3G 1M8                  
18341054Ashley    Johnson   146324444416663Robson St, Vancouver, BC, V6B 2B7                        
18404894Emily     Moore     168226398156368Maisonneuve West, Montreal, QC, H3G 1M8                  
18463980David     Taylor    216306389028815University Ave, Toronto, ON, M5J 2H7                     
18595946Ashley    Johnson   179314363283416University Ave, Toronto, ON, M5J 2H7                     
18603785Madison   Brown     127292403470072Robson St, Vancouver, BC, V6B 2B7                        
18957704Madison   Miller    201331442465143Maisonneuve West, Montreal, QC, H3G 1M8                  
19275882Emily     Jones     187325420786030University Ave, Toronto, ON, M5J 2H7                     
19409263Madison   Brown     144293365210133Maisonneuve West, Montreal, QC, H3G 1M8                  
19447674Madison   Smith     161272380665416Maisonneuve West, Montreal, QC, H3G 1M8                  
20119805Ashley    Taylor    187304373437464Robson St, Vancouver, BC, V6B 2B7                        
20256757Jessica   Jones     192299417604807University Ave, Toronto, ON, M5J 2H7                     
20476812John      Johnson   203281377817373King St W, Hamilton, ON, L8P 1B1                         
20806359Sarah     Johnson   175303384003229King St W, Hamilton, ON, L8P 1B1                         
20941060Jessica   Miller    114300400491080Maisonneuve West, Montreal, QC, H3G 1M8                  
21033442Ashley    Wilson    192292364537611Robson St, Vancouver, BC, V6B 2B7                        
21343906Ashley    Moore     177240350064180University Ave, Toronto, ON, M5J 2H7                     
21686127Emily     Johnson   199245342073328King St W, Hamilton, ON, L8P 1B1                         
21916936John      Davis     142306378403901Robson St, Vancouver, BC, V6B 2B7                        
