11233423Michael   Smith     206253364780392Maisonneuve West, Montreal, QC, H3G 1M8                  
11306742Ashley    Miller    217284343383962Maisonneuve West, Montreal, QC, H3G 1M8                  
11314191Jessica   Smith     189322419772524Robson St, Vancouver, BC, V6B 2B7                        
12107075Ashley    Moore     144328351636827University Ave, Toronto, ON, M5J 2H7                     
12124930Michael   Taylor    142262340040302University Ave, Toronto, ON, M5J 2H7                     
12167207Michael   Davis     211299420325335King St W, Hamilton, ON, L8P 1B1                         
12272439John      Johnson   183307423690275Maisonneuve West, Montreal, QC, H3G 1M8                  
12272439John      Johnson   183307423690275Maisonneuve West, Montreal, QC, H3G 1M8                  
12705943Jacob     Moore     180295411266864King St W, Hamilton, ON, L8P 1B1                         
12804876Ashley    Smith     160238422661979University Ave, Toronto, ON, M5J 2H7                     
13811113David     Moore     169312375531187King St W, Hamilton, ON, L8P 1B1                         
13887790Joshua    Wilson    193301407650228King St W, Hamilton, ON, L8P 1B1                         
13937431Ashley    Davis     212239369338709Maisonneuve West, Montreal, QC, H3G 1M8                  
14069981Madison   Davis     158317410894830King St W, Hamilton, ON, L8P 1B1                         
14436855Jessica   Wilson    214298409799234King St W, Hamilton, ON, L8P 1B1                         
14707963John      Moore     140272377013745Robson St, Vancouver, BC, V6B 2B7                        
14806121Madison   Davis     135306399839525University Ave, Toronto, ON, M5J 2H7                     
14960152Sarah     Williams  203280416757902University Ave, Toronto, ON, M5J 2H7                     
15139464Emily     Brown     220269396772690King St W, Hamilton, ON, L8P 1B1                         
15261355Ashley    Jones     152231388789354King St W, Hamilton, ON, L8P 1B1                         
15762859Michael   Miller    131249366500923Robson St, Vancouver, BC, V6B 2B7                        
16104028Emily     Wilson    200254390866104University Ave, Toronto, ON, M5J 2H7                     
16760601Michael   Davis     165262438994333Maisonneuve West, Montreal, QC, H3G 1M8                  
16885454Jacob     Moore     159229342142589King St W, Hamilton, ON, L8P 1B1                         
17086245Michael   Johnson   137315402508549King St W, Hamilton, ON, L8P 1B1                         
17708913Joshua    Miller    117261334923828King St W, Hamilton, ON, L8P 1B1                         
17936947Michael   Smith     161234334201407Robson St, Vancouver, BC, V6B 2B7                        
18861669Jacob     Moore     177265359951289Maisonneuve West, Montreal, QC, H3G 1M8                  
18955194Sarah     Smith     196255336602112Maisonneuve West, Montreal, QC, H3G 1M8                  
19040447Sarah     Miller    178330392342434Robson St, Vancouver, BC, V6B 2B7                        
19271687Jacob     Wilson    116329393496729Robson St, Vancouver, BC, V6B 2B7                        
19416558Jessica   Moore     199226403123153University Ave, Toronto, ON, M5J 2H7                     
20028144David     Davis     205291430635768University Ave, Toronto, ON, M5J 2H7                     
20708974Michael   Jones     167238348440728Maisonneuve West, Montreal, QC, H3G 1M8                  
20829023David     Williams  116325360324488University Ave, Toronto, ON, M5J 2H7                     
21638647Joshua    Miller    151295335779450Maisonneuve West, Montreal, QC, H3G 1M8                  
21671952Jessica   Brown     186309438789290Maisonneuve West, Montreal, QC, H3G 1M8                  
21837034Michael   Jones     119233433807586King St W, Hamilton, ON, L8P 1B1                         
22180092Emily     Williams  158300423765483Robson St, Vancouver, BC, V6B 2B7                        
22180092Emily     Williams  158300423765483Robson St, Vancouver, BC, V6B 2B7                        
