12180879David     Johnson   174248406209133Robson St, Vancouver, BC, V6B 2B7                        
12468138Ashley    Smith     174247426044715Robson St, Vancouver, BC, V6B 2B7                        
12550803Jessica   Wilson    129332392847816University Ave, Toronto, ON, M5J 2H7                     
12606749John      Miller    198315350337152Robson St, Vancouver, BC, V6B 2B7                        
13097495Emily     Brown     188308335327563University Ave, Toronto, ON, M5J 2H7                     
13643835Emily     Johnson   132309409886761Maisonneuve West, Montreal, QC, H3G 1M8                  
14317383Joshua    Taylor    159234380431581King St W, Hamilton, ON, L8P 1B1                         
15128925John      Davis     134253355841213Maisonneuve West, Montreal, QC, H3G 1M8                  
15444132Emily     Johnson   137288370747821Robson St, Vancouver, BC, V6B 2B7                        
15476559Emily     Wilson    208283435229642King St W, Hamilton, ON, L8P 1B1                         
15866153Ashley    Moore     214231385261064King St W, Hamilton, ON, L8P 1B1                         
16171954Madison   Wilson    140254409794958Maisonneuve West, Montreal, QC, H3G 1M8                  
16265322Madison   Wilson    206229433858580Robson St, Vancouver, BC, V6B 2B7                        
16638296John      Williams  165258353089084Maisonneuve West, Montreal, QC, H3G 1M8                  
17068851Joshua    Moore     206320378378745University Ave, Toronto, ON, M5J 2H7                     
17231775John      Moore     185325394118605King St W, Hamilton, ON, L8P 1B1                         
17250725Ashley    Johnson   186253373120452University Ave, Toronto, ON, M5J 2H7                     
17848142David     Moore     117325402969959Robson St, Vancouver, BC, V6B 2B7                        
17977447Jacob     Taylor    204280394595520University Ave, Toronto, ON, M5J 2H7                     
18132751Jessica   Wilson    139236342952666Maisonneuve West, Montreal, QC, H3G 1M8                  
18166246Ashley    Taylor    170301398373008University Ave, Toronto, ON, M5J 2H7                     
18245884Madison   Johnson   209311406160297Robson St, Vancouver, BC, V6B 2B7                        
18358481Joshua    Smith     156252394352197Robson St, Vancouver, BC, V6B 2B7                        
18494357Madison   Johnson   213287380195435University Ave, Toronto, ON, M5J 2H7                     
18658037Emily     Johnson   179246362510067King St W, Hamilton, ON, L8P 1B1                         
19015960Sarah     Smith     156229353691442Robson St, Vancouver, BC, V6B 2B7                        
20037520Jessica   Smith     133258353459389King St W, Hamilton, ON, L8P 1B1                         
20340772Ashley    Taylor    177299351516768Robson St, Vancouver, BC, V6B 2B7                        
20504182Jacob     Wilson    170251360327768King St W, Hamilton, ON, L8P 1B1                         
20611815Emily     Taylor    193296380701549King St W, Hamilton, ON, L8P 1B1                         
20685571John      Brown     187325370019541King St W, Hamilton, ON, L8P 1B1                         
20762470David     Miller    172251414488315Robson St, Vancouver, BC, V6B 2B7                        
20770318Jacob     Davis     139294342722051Robson St, Vancouver, BC, V6B 2B7                        
20815855Joshua    Taylor    212313433259536King St W, Hamilton, ON, L8P 1B1                         
21057427John      Moore     185308412369345University Ave, Toronto, ON, M5J 2H7                     
21224516Sarah     Brown     134229368163909Robson St, Vancouver, BC, V6B 2B7                        
21679913Emily     Williams  112300379010097Maisonneuve West, Montreal, QC, H3G 1M8                  
21876696Madison   Johnson   127260400842493King St W, Hamilton, ON, L8P 1B1                         
21878687Sarah     Williams  116249354384712University Ave, Toronto, ON, M5J 2H7                     
22022042Ashley    Jones     133260344115812University Ave, Toronto, ON, M5J 2H7                     
