11314191Jessica   Smith     189322419772524Robson St, Vancouver, BC, V6B 2B7                        
11478411Joshua    Williams  150300373327227Maisonneuve West, Montreal, QC, H3G 1M8                  
12005425Emily     Brown     153232369404096King St W, Hamilton, ON, L8P 1B1                         
12167207Michael   Davis     211299420325335King St W, Hamilton, ON, L8P 1B1                         
12468138Ashley    Smith     174247426044715Robson St, Vancouver, BC, V6B 2B7                        
12550803Jessica   Wilson    129332392847816University Ave, Toronto, ON, M5J 2H7                     
12804876Ashley    Smith     160238422661979University Ave, Toronto, ON, M5J 2H7                     
13133141David     Jones     199264422245572University Ave, Toronto, ON, M5J 2H7                     
13172359Ashley    Moore     213228342682848King St W, Hamilton, ON, L8P 1B1                         
13533518Michael   Taylor    219282333582791University Ave, Toronto, ON, M5J 2H7                     
14206528Emily     Williams  210285362458157Robson St, Vancouver, BC, V6B 2B7                        
14221327Madison   Williams  150230402074944Robson St, Vancouver, BC, V6B 2B7                        
14309163David     Johnson   128271412958300Robson St, Vancouver, BC, V6B 2B7                        
14405607Ashley    Taylor    164245371948036King St W, Hamilton, ON, L8P 1B1                         
14734064David     Johnson   118294354412455University Ave, Toronto, ON, M5J 2H7                     
14816108David     Davis     202236414323743Maisonneuve West, Montreal, QC, H3G 1M8                  
15128925John      Davis     134253355841213Maisonneuve West, Montreal, QC, H3G 1M8                  
15259577Michael   Wilson    150268365197981Robson St, Vancouver, BC, V6B 2B7                        
15302070Jessica   Davis     203250412368474Robson St, Vancouver, BC, V6B 2B7                        
15855236Jessica   Williams  143330349680053Maisonneuve West, Montreal, QC, H3G 1M8                  
16104028Emily     Wilson    200254390866104University Ave, Toronto, ON, M5J 2H7                     
17292588David     Johnson   188234352892251Robson St, Vancouver, BC, V6B 2B7                        
17918963Ashley    Johnson   124313387854338University Ave, Toronto, ON, M5J 2H7                     
17943449Jacob     Williams  201278413222956University Ave, Toronto, ON, M5J 2H7                     
18250436Emily     Davis     165273382595629University Ave, Toronto, ON, M5J 2H7                     
18263175John      Moore     176284381150623King St W, Hamilton, ON, L8P 1B1                         
18398362Emily     Smith     120234381219236Robson St, Vancouver, BC, V6B 2B7                        
18509971Michael   Wilson    138300390509159Maisonneuve West, Montreal, QC, H3G 1M8                  
19015960Sarah     Smith     156229353691442Robson St, Vancouver, BC, V6B 2B7                        
19236553Joshua    Miller    180259442951621Robson St, Vancouver, BC, V6B 2B7                        
19263174Emily     Davis     181270363419345King St W, Hamilton, ON, L8P 1B1                         
19543759Jessica   Williams  182242432220169King St W, Hamilton, ON, L8P 1B1                         
19554566Michael   Moore     132279379698800Maisonneuve West, Montreal, QC, H3G 1M8                  
19820773Jacob     Johnson   158252407342481University Ave, Toronto, ON, M5J 2H7                     
20077149Jessica   Taylor    160300359772533King St W, Hamilton, ON, L8P 1B1                         
20152413Emily     Smith     125276423724963Robson St, Vancouver, BC, V6B 2B7                        
21552654Emily     Taylor    215301349372842King St W, Hamilton, ON, L8P 1B1                         
21671952Jessica   Brown     186309438789290Maisonneuve West, Montreal, QC, H3G 1M8                  
22051180Emily     Johnson   174312403605289Robson St, Vancouver, BC, V6B 2B7                        
22094308Emily     Wilson    174238404900700Robson St, Vancouver, BC, V6B 2B7                        
